show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s0410,Movie,Summer Dreams,,"Ravi Taylor, Alex Williams, Olivia Garcia, Sophia Chen",Australia,"September 08, 2025",2004,TV-MA,166 min,Drama,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0411,TV Show,City Stories,,Robert Jackson,Japan,"May 28, 2020",1992,TV-PG,3 Seasons,"Drama, Sci-Fi & Fantasy, Action & Adventure",A group of strangers discovers a secret that changes their lives forever.
s0412,Movie,The Secret Garden,Chris Smith,"Liam Johnson, Liam Taylor",,"June 18, 2022",1992,TV-14,147 min,"British TV Shows, International Movies","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0413,TV Show,The Last Kingdom,,"Sophia Jackson, Isabella Martin, Jordan Jackson",India,"July 23, 2020",2008,TV-Y,2 Seasons,Crime TV Shows,A young protagonist must overcome difficult challenges to find a new beginning.
s0414,TV Show,The Last Kingdom,,"Ravi Chen, Priya Jones, David Singh","France, Brazil","September 29, 2018",1996,TV-Y7,5 Seasons,"Comedy, Stand-Up Comedy, Horror Movies",A group of strangers discovers a secret that changes their lives forever.
s0415,Movie,Broken Promises 2010,,"Sophia Garcia, Emma Williams, Ananya Johnson, Isabella Williams",Germany,"February 06, 2020",1996,NR,160 min,Anime Series,A group of strangers discovers a secret that changes their lives forever.
s0416,TV Show,Young Hearts,Ava Patel,,"India, Italy","June 20, 2026",2006,TV-G,2 Seasons,"Kids' TV, Sci-Fi & Fantasy","A compelling story about friendship, family, and unexpected choices."
s0417,TV Show,The Family House 2002,,"Maya Johnson, Ethan Lee",Australia,"July 02, 2024",1996,TV-Y7,1 Season,Documentaries,A young protagonist must overcome difficult challenges to find a new beginning.
s0418,TV Show,Daily Dose,Mia Anderson,Daniel Chen,Canada,"April 07, 2025",2025,TV-MA,3 Seasons,Children & Family Movies,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0419,TV Show,Beyond Borders,,Ava Moore,"Spain, Mexico, Canada","March 31, 2026",2000,TV-PG,2 Seasons,"Romantic Movies, Thrillers","A compelling story about friendship, family, and unexpected choices."
s0420,TV Show,Life in Mumbai,,"Daniel Smith, Arjun Sharma, Emma Sharma","United Kingdom, Italy","January 15, 2019",1995,TV-Y,3 Seasons,Kids' TV,"A compelling story about friendship, family, and unexpected choices."
s0421,TV Show,Modern Families,,,Brazil,"November 28, 2022",1991,TV-Y,1 Season,Horror Movies,A group of strangers discovers a secret that changes their lives forever.
s0422,Movie,Under the Stars 2005,Jordan Smith,"Ethan Kumar, Daniel Patel, Daniel Davis, Michael Kumar",Canada,"January 31, 2022",1997,TV-MA,141 min,Crime TV Shows,A group of strangers discovers a secret that changes their lives forever.
s0423,Movie,One More Day,,Sophia Anderson,United States,"January 17, 2019",1998,NR,165 min,"Horror Movies, Children & Family Movies","A compelling story about friendship, family, and unexpected choices."
s0424,Movie,A Second Chance,James Smith,"Thomas Sharma, Ravi Singh, Olivia Taylor",Germany,"January 26, 2024",1995,TV-MA,109 min,"International Movies, British TV Shows, Documentaries","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0425,TV Show,Life in Mumbai,,"James Kumar, James Smith, Michael Martinez, Kiran Thomas","Brazil, Spain","December 25, 2020",2006,TV-Y7,4 Seasons,International Movies,"A powerful story exploring relationships, identity, and the search for belonging."
s0426,Movie,The Final Journey,,"Kiran Garcia, Arjun Jackson, Lucas Patel, Noah Chen",India,"April 09, 2022",2015,TV-14,138 min,"Comedy, Romantic Movies",A young protagonist must overcome difficult challenges to find a new beginning.
s0427,TV Show,Hidden Lives,Isabella Jones,Olivia Jackson,Brazil,,2005,TV-Y,2 Seasons,"Romantic Movies, International Movies","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0428,TV Show,Kitchen Stories,Emily Kumar,"Isabella Johnson, Ravi Patel, Grace Johnson, Isabella Smith",,"June 12, 2023",2009,TV-Y,4 Seasons,"Comedy, Anime Series, Romantic Movies","A compelling story about friendship, family, and unexpected choices."
s0429,TV Show,The Next Chapter,James Sharma,"Ananya Anderson, Mia Martinez, Arjun Lee, James Miller",Germany,,2019,TV-G,2 Seasons,"British TV Shows, Children & Family Movies, Crime TV Shows","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0430,Movie,A Second Chance,,"Emma Taylor, Alex Patel, William Thomas, David Sharma","Japan, Australia","August 27, 2022",1992,NR,118 min,Children & Family Movies,"A compelling story about friendship, family, and unexpected choices."
s0431,Movie,The Final Journey,Ava Garcia,"Michael Chen, Ava Brown, David Anderson",Spain,"April 17, 2019",1997,PG,148 min,"Horror Movies, Thrillers","A powerful story exploring relationships, identity, and the search for belonging."
s0432,Movie,Into the Wild 2003,,"Robert Sharma, Ravi Kim","Mexico, India","September 16, 2022",2021,PG-13,172 min,"Horror Movies, Drama",A group of strangers discovers a secret that changes their lives forever.
s0433,TV Show,The Travelers,,"William Kumar, Robert Singh, Michael Taylor","South Korea, United Kingdom","April 16, 2018",1991,TV-Y,1 Season,"Action & Adventure, Crime TV Shows","A powerful story exploring relationships, identity, and the search for belonging."
s0434,TV Show,Young Hearts 2002,,Grace Jackson,"Mexico, Canada, Japan","June 28, 2024",1997,TV-Y,1 Season,"Stand-Up Comedy, Anime Series","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0435,TV Show,Code Breakers,Ethan Jones,"Emma Sharma, Daniel Chen, James Moore, Sophia Jones",Australia,"August 13, 2020",1990,TV-PG,1 Season,Thrillers,A young protagonist must overcome difficult challenges to find a new beginning.
s0436,Movie,Beyond the River,,"Jordan Williams, Mia Lee, Sophia Taylor","Italy, South Korea","December 03, 2020",2012,G,141 min,"Documentaries, Reality TV","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0437,Movie,The Great Escape,Thomas Patel,"Ethan Martin, Emma Martin, Noah Davis, Arjun Martin",Canada,"May 11, 2023",2023,PG-13,84 min,Sci-Fi & Fantasy,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0438,TV Show,The Family House,Maya Chen,"Robert Kumar, Priya Patel",Spain,"May 30, 2019",1990,TV-G,3 Seasons,"International Movies, Documentaries, Reality TV","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0439,TV Show,The Travelers,,"Arjun Smith, Ravi Patel","United States, Italy, Canada","January 09, 2026",2010,TV-MA,4 Seasons,Action & Adventure,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0440,Movie,The Final Journey 2013,William Lee,"Ava Jones, Lucas Martin",France,"September 17, 2022",1999,R,143 min,"Docuseries, Kids' TV",A group of strangers discovers a secret that changes their lives forever.
s0441,Movie,One More Day,Mia Martinez,"Lucas Chen, Ravi Lee, Ravi Smith, Priya Chen",Mexico,,1994,TV-MA,178 min,Action & Adventure,"A powerful story exploring relationships, identity, and the search for belonging."
s0442,Movie,Under the Stars,James Lee,"Isabella Kim, Ananya Moore, Liam Kumar",Japan,"August 22, 2023",2001,PG,172 min,"Romantic Movies, Children & Family Movies",A group of strangers discovers a secret that changes their lives forever.
s0443,Movie,The Last Horizon 2001,Noah Patel,"Arjun Chen, William Williams, Emma Anderson, Alex Sharma","United Kingdom, India","March 23, 2019",2002,PG,101 min,"Kids' TV, Sci-Fi & Fantasy, Comedy","A compelling story about friendship, family, and unexpected choices."
s0444,TV Show,The Family House 2018,,James Smith,"Italy, Japan, Mexico","April 23, 2023",2006,TV-Y7,1 Season,Documentaries,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0445,Movie,The Last Horizon,James Singh,"Michael Davis, Sophia Chen, James Brown, Alex Davis","Brazil, Mexico","March 09, 2023",2023,TV-PG,103 min,"Action & Adventure, International Movies","A powerful story exploring relationships, identity, and the search for belonging."
s0446,TV Show,The Detectives 2011,,"Liam Smith, Kiran Williams, Grace Kim, Robert Johnson",Spain,"July 31, 2020",2002,TV-Y,1 Season,British TV Shows,A group of strangers discovers a secret that changes their lives forever.
s0447,Movie,Into the Wild,Maya Smith,"Kiran Anderson, Thomas Chen",United States,"March 02, 2022",2010,R,175 min,"Thrillers, Crime TV Shows","A compelling story about friendship, family, and unexpected choices."
s0448,TV Show,The Family House,,"Lucas Johnson, Ava Patel, James Patel, Arjun Brown",Italy,"November 13, 2021",1992,TV-MA,2 Seasons,Action & Adventure,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0449,Movie,Lost in Time,,"Maya Moore, Lucas Singh",Brazil,"October 09, 2021",1991,PG-13,108 min,"Reality TV, Stand-Up Comedy",A young protagonist must overcome difficult challenges to find a new beginning.
s0450,Movie,Summer Dreams,Liam Anderson,,United Kingdom,"September 08, 2023",1990,PG-13,99 min,Drama,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0451,Movie,Beyond the River,Ethan Martin,"Arjun Smith, Mia Williams",Italy,"December 09, 2024",2020,R,163 min,Docuseries,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0452,TV Show,Worlds Apart,William Kumar,"David Lee, Maya Patel, Daniel Sharma, William Moore",France,"February 08, 2023",2002,TV-G,1 Season,Documentaries,"A compelling story about friendship, family, and unexpected choices."
s0453,TV Show,Hidden Lives 2013,Thomas Thomas,David Wilson,,"May 04, 2018",2010,TV-Y7,1 Season,"Crime TV Shows, Drama",A young protagonist must overcome difficult challenges to find a new beginning.
s0454,Movie,City of Shadows,,"Grace Lee, Priya Smith",Brazil,"June 01, 2020",1994,TV-PG,161 min,Anime Series,"A compelling story about friendship, family, and unexpected choices."
s0455,TV Show,Young Hearts,,"Jordan Jones, Emma Thomas","India, Italy","March 27, 2024",2002,TV-PG,1 Season,Sci-Fi & Fantasy,"A powerful story exploring relationships, identity, and the search for belonging."
s0456,TV Show,Code Breakers,Ravi Johnson,"Liam Martinez, Ravi Singh, Priya Kumar, Noah Brown","Mexico, Germany","January 04, 2019",2008,TV-14,1 Season,Children & Family Movies,"A powerful story exploring relationships, identity, and the search for belonging."
s0457,Movie,The Forgotten Road,Mia Martinez,Olivia Moore,Spain,"January 20, 2024",2018,TV-14,174 min,"Sci-Fi & Fantasy, Documentaries","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0458,Movie,The Long Road Home 2001,Emily Kumar,"Emma Taylor, Thomas Davis, Ava Anderson, Lucas Martinez",France,"January 22, 2022",1991,R,104 min,"Documentaries, Thrillers, Horror Movies","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0459,TV Show,The Family House,,Mia Williams,"United Kingdom, France","September 04, 2019",2019,TV-MA,2 Seasons,"Children & Family Movies, Documentaries, Anime Series","A powerful story exploring relationships, identity, and the search for belonging."
s0460,TV Show,Worlds Apart,,,"Italy, United Kingdom","July 05, 2024",2013,TV-14,2 Seasons,"Anime Series, Horror Movies","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0461,TV Show,The Last Kingdom,David Singh,Kiran Williams,United States,"October 09, 2024",2006,TV-MA,2 Seasons,International Movies,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0462,TV Show,The Last Kingdom,,"Emily Singh, Thomas Moore",Germany,"September 03, 2018",2018,TV-PG,1 Season,Action & Adventure,"A powerful story exploring relationships, identity, and the search for belonging."
s0463,Movie,Parallel Lives,,"Alex Jackson, Thomas Davis",Spain,"October 04, 2020",2020,TV-PG,170 min,Action & Adventure,"A compelling story about friendship, family, and unexpected choices."
s0464,Movie,Under the Stars,James Anderson,"Sophia Thomas, Thomas Miller, Arjun Davis",Brazil,"June 16, 2026",2014,NR,160 min,British TV Shows,A group of strangers discovers a secret that changes their lives forever.
s0465,Movie,Broken Promises,,Lucas Moore,Germany,"March 03, 2025",2011,G,166 min,"Anime Series, Romantic Movies","A powerful story exploring relationships, identity, and the search for belonging."
s0466,Movie,Broken Promises,Liam Johnson,"Jordan Wilson, James Smith, Daniel Thomas, Ethan Miller",United States,"June 22, 2022",2022,PG-13,114 min,"Reality TV, Sci-Fi & Fantasy",A young protagonist must overcome difficult challenges to find a new beginning.
s0467,TV Show,The Last Kingdom,,Grace Singh,Australia,"October 10, 2021",2019,TV-Y7,3 Seasons,Stand-Up Comedy,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0468,Movie,The Silent House,,"Liam Martin, David Davis, Emma Singh",United Kingdom,"May 20, 2025",2002,TV-14,128 min,"Horror Movies, Sci-Fi & Fantasy","A powerful story exploring relationships, identity, and the search for belonging."
s0469,TV Show,Young Hearts,Mia Jones,"Emma Kumar, Kiran Jackson","South Korea, Mexico","September 12, 2021",2006,TV-MA,4 Seasons,British TV Shows,A young protagonist must overcome difficult challenges to find a new beginning.
s0470,Movie,Beyond the River 2006,Arjun Anderson,,Japan,"October 11, 2019",2001,NR,126 min,Romantic Movies,"When an unexpected event occurs, a determined group sets out to uncover the truth."
s0471,Movie,Into the Wild,Jordan Wilson,Emily Williams,India,"January 01, 2025",1997,TV-14,162 min,Drama,"A compelling story about friendship, family, and unexpected choices."
s0472,TV Show,Unknown Files 2024,,"Emily Williams, Isabella Jones, Kiran Johnson",France,"February 20, 2026",2009,TV-G,1 Season,Horror Movies,A young protagonist must overcome difficult challenges to find a new beginning.
s0473,TV Show,The Academy,Jordan Sharma,"Maya Johnson, Isabella Sharma, Thomas Kumar","Germany, Canada","April 08, 2021",2000,TV-G,4 Seasons,Drama,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0474,Movie,Hidden Truth 2001,Daniel Kim,"Michael Miller, David Jackson, Maya Jones, Daniel Lee",Spain,"December 31, 2022",2006,G,91 min,International Movies,A young protagonist must overcome difficult challenges to find a new beginning.
s0475,Movie,The Great Escape,,"Emma Kumar, David Smith, Maya Miller","Australia, Italy, Japan","May 30, 2026",2004,TV-PG,125 min,Children & Family Movies,A group of strangers discovers a secret that changes their lives forever.
s0476,TV Show,The Last Kingdom,James Patel,"Ananya Wilson, David Thomas","Mexico, United Kingdom","June 15, 2024",2011,TV-Y,5 Seasons,Sci-Fi & Fantasy,"A powerful story exploring relationships, identity, and the search for belonging."
s0477,Movie,The Great Escape,,"Priya Williams, Ethan Moore",South Korea,"December 03, 2024",2009,G,171 min,"Documentaries, Horror Movies","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0478,Movie,A Second Chance,Ethan Brown,"Noah Thomas, Grace Thomas",Brazil,"April 13, 2019",2015,NR,151 min,"Kids' TV, Action & Adventure, Anime Series","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0479,Movie,The Final Journey,Ethan Smith,David Davis,"India, South Korea","June 29, 2025",1992,TV-14,103 min,"Reality TV, Docuseries","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0480,Movie,One More Day 2004,,"Maya Kim, Ava Davis, Kiran Williams, Emma Wilson",Mexico,"August 05, 2019",2015,TV-MA,86 min,"Thrillers, Anime Series","A powerful story exploring relationships, identity, and the search for belonging."
s0481,Movie,Beyond the River 2025,Ravi Patel,David Lee,Germany,"December 03, 2020",2017,TV-PG,145 min,"Horror Movies, Anime Series, Action & Adventure","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0482,TV Show,Daily Dose,,"James Kim, Jordan Thomas",Spain,"December 16, 2021",2011,TV-G,8 Seasons,International Movies,"A compelling story about friendship, family, and unexpected choices."
s0483,TV Show,The Family House,Ava Williams,"Mia Anderson, Grace Kumar",France,"February 07, 2023",2019,TV-G,4 Seasons,Comedy,A group of strangers discovers a secret that changes their lives forever.
s0484,Movie,Broken Promises,Emily Lee,"Robert Jackson, Robert Chen",Spain,"March 23, 2019",1994,TV-PG,124 min,Kids' TV,A group of strangers discovers a secret that changes their lives forever.
s0485,Movie,Under the Stars,,"Chris Patel, Emma Sharma","Spain, Canada","November 14, 2021",2002,NR,175 min,British TV Shows,"A compelling story about friendship, family, and unexpected choices."
s0486,TV Show,City Stories,Thomas Smith,"Kiran Singh, Liam Patel, Lucas Sharma, Jordan Sharma",Australia,"November 03, 2023",2003,TV-PG,1 Season,Stand-Up Comedy,A group of strangers discovers a secret that changes their lives forever.
s0487,Movie,The Great Escape,Priya Williams,"James Miller, Thomas Sharma, Ravi Jackson",South Korea,"January 26, 2021",1994,PG,162 min,"Crime TV Shows, Action & Adventure","When an unexpected event occurs, a determined group sets out to uncover the truth."
s0488,TV Show,The Academy,,"Noah Jackson, Ava Davis, Arjun Anderson",Mexico,"November 01, 2022",2010,TV-Y7,4 Seasons,"Comedy, Romantic Movies",A young protagonist must overcome difficult challenges to find a new beginning.
s0489,Movie,The Secret Garden,Liam Kim,"Emily Kumar, Ravi Jackson, Priya Miller, James Jackson","Australia, Spain","September 05, 2022",2019,TV-PG,126 min,"Action & Adventure, Sci-Fi & Fantasy",A group of strangers discovers a secret that changes their lives forever.
s0490,Movie,Under the Stars,Ethan Martinez,"William Jones, Isabella Martin, Isabella Kim","Japan, Italy","January 23, 2023",2022,TV-PG,79 min,"Stand-Up Comedy, British TV Shows","A powerful story exploring relationships, identity, and the search for belonging."
s0491,Movie,The Silent House,,,France,"April 29, 2025",1990,TV-MA,175 min,"International Movies, Docuseries","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0492,TV Show,Inside the Case,Lucas Garcia,Maya Moore,"South Korea, United Kingdom, India","May 12, 2022",2001,TV-MA,4 Seasons,"Reality TV, Crime TV Shows, British TV Shows","A compelling story about friendship, family, and unexpected choices."
s0493,Movie,The Long Road Home,,"Noah Davis, Chris Patel","France, Spain, India","March 24, 2020",2001,TV-PG,141 min,Drama,A young protagonist must overcome difficult challenges to find a new beginning.
s0494,TV Show,Inside the Case,,Ethan Patel,France,"September 05, 2025",2020,TV-G,1 Season,"Kids' TV, Reality TV","An ambitious journey filled with mystery, humor, and unforgettable moments."
s0495,Movie,The Last Horizon 2017,,"Liam Smith, Sophia Kim","Mexico, United Kingdom, Brazil","March 07, 2019",1992,TV-PG,149 min,"British TV Shows, Docuseries, Anime Series",A group of strangers discovers a secret that changes their lives forever.
s0496,Movie,Beyond the River,,"Mia Thomas, Emily Taylor",South Korea,"November 21, 2019",2017,PG-13,110 min,Docuseries,A young protagonist must overcome difficult challenges to find a new beginning.
s0497,TV Show,After Midnight,,,United States,"December 20, 2025",2013,TV-MA,3 Seasons,Kids' TV,A group of strangers discovers a secret that changes their lives forever.
s0498,Movie,Parallel Lives,Robert Wilson,"Emily Jackson, Chris Singh, Chris Lee, Sophia Sharma",India,"May 06, 2018",2001,R,128 min,Documentaries,"An ambitious journey filled with mystery, humor, and unforgettable moments."
s0499,Movie,Under the Stars,Maya Williams,Arjun Sharma,United States,"September 17, 2018",2018,PG,174 min,"Drama, Docuseries, Horror Movies",A group of strangers discovers a secret that changes their lives forever.
s0500,TV Show,The Last Kingdom,,"Mia Kim, Emily Thomas, Ravi Patel, Kiran Davis","Germany, United States, Spain","August 20, 2018",2018,TV-Y,1 Season,Anime Series,"An ambitious journey filled with mystery, humor, and unforgettable moments."
